バレーボール,バレー,,,,,,
青のり,青海苔,青ノリ,,,,,
すじ肉,スジ肉,筋肉,,,,,
割り下,割した,割下,,,,,
保険証,,,,,,,
ガスバーナー,,,,,,,
帽子,ハット,キャップ,,,,,
下敷き,下敷,,,,,,
種,タネ,たね,,,,,
マッチ,燐寸,,,,,,
レタス,,,,,,,
キウイ,キウイフルーツ,,,,,,
羊羹,ようかん,ヨウカン,,,,,
ガム,,,,,,,
鮎,アユ,あゆ,,,,,
コウモリ,蝙蝠,こうもり,,,,,
キリン,きりん,麒麟,,,,,
どんぐり,ドングリ,団栗,,,,,
フラミンゴ,,,,,,,
国会議事堂,,,,,,,
摩周湖,,,,,,,
野沢菜,,,,,,,
グラバー邸,,,,,,,
ピッチャー,,,,,,,
バタ足,ばた足,,,,,,
レシーブ,,,,,,,
シュート,,,,,,,
ジャングルジム,,,,,,,
校長室,,,,,,,
リハビリ訓練室,,,,,,,
免税店,,,,,,,
キンカン,金柑,きんかん,,,,,
レンコン,蓮根,れんこん,,,,,
そうめん,素麺,ソーメン,,,,,
髭剃り,ひげそり,,,,,,
コップ,,,,,,,
ハンガー,,,,,,,
みそ,味噌,ミソ,,,,,
ババロア,,,,,,,
シーサー,,,,,,,
津軽海峡,,,,,,,
ひつまぶし,,,,,,,
フィッシュアンドチップス,フィッシュ＆チップス,,,,,,
ミシシッピー川,ミシシッピ川,,,,,,
ラクダ,らくだ,駱駝,,,,,
エアーズロック,,,,,,,
パトカー,パトロールカー,,,,,,
印鑑証明,,,,,,,
消防士,ファイアーマン,ファイヤーマン,ファイアマン,ファイヤマン,火消し,火消し役,消防夫
洗濯,,,,,,,
東京都,東京,,,,,,
北海道,,,,,,,
長野県,長野,,,,,,
長崎県,長崎,,,,,,
沖縄県,沖縄,,,,,,
静岡県,静岡,,,,,,
青森県,青森,,,,,,
愛知県,愛知,,,,,,
野球,ベースボール,,,,,,
水泳,スイミング,,,,,,
バレーボール,バレー,,,,,,
サッカー,,,,,,,
イギリス,英国,,,,,,
アメリカ,米国,,,,,,
エジプト,,,,,,,
オーストラリア,,,,,,,
